InputName,InputWebsite,InputPhone,InputFacebook,MatchedDomain,MatchedCompanyCommercialName,MatchedCompanyLegalName,MatchedCompanyAllAvailableNames,MatchedPhones,MatchedSocialLinks,MatchedAddresses,MatchedScore
ViruStar LLC.,viru.com,,,govirtualoffice.com,goVirtualOffice LLC.,goVirtualOffice LLC.,goVirtualOffice LLC. | Govirtualoffice,,,,7.110
ViruStar LLC.,viru.com,,,genfreellc.com,GenFree LLC.,GenFree LLC.,GenFree LLC.,,https://www.facebook.com/100137179118600 | https://www.linkedin.com/company/genfree-llc,,7.110
ViruStar LLC.,viru.com,,,whitwell-accounting-llc.business.site,Whitwell Accounting LLC.,Whitwell Accounting LLC.,Whitwell Accounting LLC.,,,,6.093
ViruStar LLC.,viru.com,,,rollmanconyers.com,ROLLMAN & CONYERS LLC.,ROLLMAN & CONYERS LLC.,ROLLMAN & CONYERS LLC. | ROLLMAN & CONYERS | ROLLMAN CONYERS L | ROLLMAN &amp CONYERS LLC.,+15139008858 | +18005718062,,,6.093
ViruStar LLC.,viru.com,,,castor-group.com,Castor Group LLC.,Castor Group LLC.,Castor Group LLC. | Castor Group,,,,6.093
ViruStar LLC.,viru.com,,,downeygroupllc.com,Downey Group LLC.,Downey Group LLC.,Downey Group LLC. | The Downey Group | All Division Commercial Products LLC.,,,,6.093
W. Works Holding(s),wworks.net,,,wombatworks.org,Wombat Works,Wombat Works LLC.,Wombat Works | Wombat Works LLC.,,https://www.facebook.com/wombatworksllc | https://twitter.com/WombatWorks,,15.649
W. Works Holding(s),wworks.net,,,imageworksdirect.com,Image Works,Image Works Ltd.,Image Works | Image.works financial | Image Works Ltd. | Image.works Inc.,,https://www.facebook.com/imageworksdirect | https://www.instagram.com/imageworksdirect/ | https://www.linkedin.com/company/image-works-direct,,13.496
W. Works Holding(s),wworks.net,,,gsbphoto.com,Gordon S Bernstein Photo,,Gordon S Bernstein Photo | Bernstein Gordon S,,,,13.465
W. Works Holding(s),wworks.net,,,skdesignbuildllc.com,S&K Design-Build,S&K Design Build LLC.,S&K Design-Build | S&K Design Build LLC.,+15206222590 | +14067457500 | +15207420457 | +14067457506,https://twitter.com/SK_Technologies | https://www.facebook.com/sktcorp | https://www.linkedin.com/company/s&amp;k-technologies/,,12.247
W. Works Holding(s),wworks.net,,,cwenergyusa.com,C&W Energy Solutions,C&W Energy Solutions LLC.,Chips & Wafers Inc. | C&W Energy Solutions LLC. | C&W Energy USA | Wafers Inc. | C&W Energy Solutions,+14809981694,https://www.twitter.com/cwenergyusa1 | https://www.facebook.com/cwenergyusa/ | https://www.linkedin.com/company/cwenergy/about/,,12.234
W. Works Holding(s),wworks.net,,,cedarwork.org,Cedar Work,,Cedar Work | Cedar Work International,,,,11.737
W. Works Holding(s),wworks.net,,,awbrueggemann.com,A W Brueggemann Co.,A W Brueggemann Co.,A W Brueggemann Co. | A.W. Brueggemann | A.W. Brueggemann Company Inc.,+15802370068 | +15802373857,,,10.117
W. Works Holding(s),wworks.net,,,fuecid.shop,FUECID,,FUECID | Store Group Holdings Ltd.,,,,9.786
W. Works Holding(s),wworks.net,,,drariatirakic.com,Ariati,,"Ariati | Rakic, Ariati S Phd | Dr. Ariati Rakic",,,,8.785
W. Works Holding(s),wworks.net,,,workitstudio.com,Work It! Studio by WandaWoman,Forge Marketing & Management Pty.,Work It! Studio by WandaWoman | Work It! Studio | Forge Marketing & Management Pty.,,,,8.464
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,workitstudio.com,Work It! Studio by WandaWoman,Forge Marketing & Management Pty.,Work It! Studio by WandaWoman | Work It! Studio | Forge Marketing & Management Pty.,,,,37.408
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,clarionstl.com,Clarion Marketing,,Clarion Marketing,,,,13.855
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,independenthotelmarketinggroup.com,Independent Hotel Marketing,,Independent Hotel Marketing | INDEPENDENT HOTEL MARKETING GROUP,+15189610275,https://www.facebook.com/IndependentHotelMarketing/ | https://twitter.com/IHMarketingTeam | https://www.linkedin.com/company/4984906/,,13.356
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,azrielassetmgmt.com,Azriel Asset Management,,Azriel Asset Management,+17185646232,,"3512 Quentin Road, Suite 202 Brooklyn, NY 11234 (https://goo.gl/maps/mGo2aWrzwJQxYdAV9)",12.121
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,designedbycarla.com,Designedbycarla,,Designedbycarla | Designedbycarla Marketing Agency,,https://www.facebook.com/designedbycarla | https://www.instagram.com/designedbycarla/ | https://www.linkedin.com/company/designedbycarla,,11.817
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,themarketinggroupaz.com,Themarketinggroupaz,,Themarketinggroupaz | The Marketing Group,,,,11.425
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,ohanaconsulting.net,Ohana Management Consulting,,Ohana Management Consulting | OhanaConsulting,+19492307919,,,11.058
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,myacem.com,Corporate Event Management Inc.,Corporate Event Management Inc.,Corporate Event Management Inc. | Association & Corporate Event Management Services Inc. | Association & Corporate Event Management Inc. | ACEM INC.,,,,10.569
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,gforcefoundation.com,G-Force Foundation,High School EVHS in Gypsum CO.,G-Force Foundation | High School EVHS in Gypsum CO.,,https://www.facebook.com/GForceAR,,10.519
Forge Marketing & Management Pty.,,,https://www.facebook.com/workitstudio/,abreakdisabilityandrespite.com,A Break Disability and Respite,A Break Disability and Respite Services PTY.,A Break Disability and Respite | A Break Disability and Respite Services PTY. | Respite Services PTY LTD. | A Break Disability and Respite Services,+15616183049,,,8.550
A W Brueggemann Co.,awbrueggemann.com,,,awbrueggemann.com,A W Brueggemann Co.,A W Brueggemann Co.,A W Brueggemann Co. | A.W. Brueggemann | A.W. Brueggemann Company Inc.,+15802370068 | +15802373857,,,44.719
A W Brueggemann Co.,awbrueggemann.com,,,cwenergyusa.com,C&W Energy Solutions,C&W Energy Solutions LLC.,Chips & Wafers Inc. | C&W Energy Solutions LLC. | C&W Energy USA | Wafers Inc. | C&W Energy Solutions,+14809981694,https://www.twitter.com/cwenergyusa1 | https://www.facebook.com/cwenergyusa/ | https://www.linkedin.com/company/cwenergy/about/,,12.234
A W Brueggemann Co.,awbrueggemann.com,,,adaini.com,A daini,,A daini | ALEXANDRA DAINI,,,,11.343
A W Brueggemann Co.,awbrueggemann.com,,,cleaningsvccolumbiafalls.com,Cleaning Co.,Cleaning Co.,Cleaning Co.,,,,11.020
A W Brueggemann Co.,awbrueggemann.com,,,aspecialtouchflorist.net,A Special Touch Florist,,A Special Touch Florist,,,,10.744
A W Brueggemann Co.,awbrueggemann.com,,,amwindowcleaning.org,A & M Window Cleaning,,A & M Window Cleaning,,,,10.744
A W Brueggemann Co.,awbrueggemann.com,,,astepabovemb.com,A Step Above Flooring,Step Above LLC.,A Step Above Flooring | A Step Above Flooring - Home | Step Above LLC.,,https://www.facebook.com/A-Step-Above-Flooring-810287332403927/ | https://twitter.com/AStepAboveMB | https://instagram.com/astepaboveflooring/,"721 Sandy Ln. Unit FMyrtle Beach, SC 29575 (https://goo.gl/maps/3uGxVnpksyq)",9.763
A W Brueggemann Co.,awbrueggemann.com,,,morrisholmes.com,Morris Holmes & Co.,Morris Holmes & Co.,Morris Holmes & Co. | Morris Holmes & Co. Inc.,+16305251350,,,9.684
A W Brueggemann Co.,awbrueggemann.com,,,teitelbaumco.com,Michael J. Teitelbaum Co.,Michael J. Teitelbaum Co.,Michael J. Teitelbaum Co. | Teitelbaum Co. | Teitelbaum Michael J | Teitelbaum Co. L.P.,,,,9.481
A W Brueggemann Co.,awbrueggemann.com,,,pastorecompany.com,Pastore Houldsworth & Co.,Pastore Houldsworth & Co.,Pastore Houldsworth & Co. | Pastore Houldsworth & Co. LLC. | Pastorecompany,,,,9.443
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,blueridgechair.com,Blue Ridge Chair,Blue Ridge Chair - Limited,Blue Ridge Chair | Blue Ridge Chair Works | Blue Ridge Chair - Limited,,https://www.facebook.com/pages/Blue-Ridge-Chair-Works/276930045675311 | https://www.instagram.com/blueridgechairworks/,,49.739
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,bluestreakgrinding.com,Blue Streak Grinding,,Blue Streak Grinding | Blue Streak | Bell Helicopter Textron Inc.,+16023538088,,,12.247
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,openairchair.com,Open Air Chair Repair,,Open Air Chair Repair | Open Air Chair,+13037983220,,,11.879
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,therealbcmg.com,BLUE COLLAR MUSIC GROUP,,BLUE COLLAR MUSIC GROUP,,https://www.facebook.com/therealbcmg/ | https://twitter.com/The_RealBCMG | https://www.instagram.com/therealbcmg/,,11.866
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,hairdesigners-hairsalon.business.site,Hair Designers Hair Salon,,Hair Designers Hair Salon | Hair Designers,,,,10.833
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,thephotoboothunlimited.com,PhotoBooth Unlimited,PhotoBooth Unlimited LLC.,PhotoBooth Unlimited | PhotoBooth Unlimited LLC. | Thephotoboothunlimited,+19514121624 | +16513637249,https://m.facebook.com/PhotoBooth-Unlimited-108576848318847/,,10.593
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,asahisuperdry.com,Asahi Super Dry,Asahi Europe Limited,Asahi Super Dry | Asahi Europe Limited | Asahi Group Holdings Ltd. | Super Dry,,,,10.138
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,rethinkingwealth.org,Rethinking Wealth,The Ron Blue Institute,Rethinking Wealth | The Ron Blue Institute,+12018101725,https://www.facebook.com/RethinkingWealth/ | https://www.linkedin.com/company/18005206/,,10.096
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,mhkeratin.com,Mai Hair Keratin,,Mai Hair Keratin | MAI HAIR,+16137925352 | +16137925351,,,9.894
Blue Ridge Chair - Limited,https://www.blueridgechair.com,,,yourhairdynasty.com,Your Hair Dynasty,Your Hair Dynasty LLC.,Your Hair Dynasty | Your Hair Dynasty LLC. | Your Hair,,https://www.instagram.com/yourhairdynasty | https://www.facebook.com/yourhairdynasty | https://www.twitter.com/yourhairdynasty,,9.664
Cedar Work Inc.,cedarwork.org,,,cedarwork.org,Cedar Work,,Cedar Work | Cedar Work International,,,,40.142
Cedar Work Inc.,cedarwork.org,,,imageworksdirect.com,Image Works,Image Works Ltd.,Image Works | Image.works financial | Image Works Ltd. | Image.works Inc.,,https://www.facebook.com/imageworksdirect | https://www.instagram.com/imageworksdirect/ | https://www.linkedin.com/company/image-works-direct,,13.014
Cedar Work Inc.,cedarwork.org,,,wombatworks.org,Wombat Works,Wombat Works LLC.,Wombat Works | Wombat Works LLC.,,https://www.facebook.com/wombatworksllc | https://twitter.com/WombatWorks,,11.737
Cedar Work Inc.,cedarwork.org,,,airprofork.com,AirPro Fork,,AirPro Fork,,http://instagram.com/airprofork,,11.294
Cedar Work Inc.,cedarwork.org,,,workitstudio.com,Work It! Studio by WandaWoman,Forge Marketing & Management Pty.,Work It! Studio by WandaWoman | Work It! Studio | Forge Marketing & Management Pty.,,,,11.285
Cedar Work Inc.,cedarwork.org,,,wordofgodokc.com,Word of God Church OKC,,Word of God Church OKC | Word of God Church | The Word of God Church,+14052865303,https://www.instagram.com/wordofgodokc/ | https://www.facebook.com/wordofGodchurchokc/,https://maps.google.com/?cid=480125834030913923,9.716
Cedar Work Inc.,cedarwork.org,,,avonnylocksmith.com,Avon New York Locksmith,,Avon New York Locksmith,+15852991038,https://twitter.com/avonnylock,"https://maps.google.com/?cid=8879909396598721332 | 275 E Main St, Avon, NY, 14414",9.314
Cedar Work Inc.,cedarwork.org,,,vividsalonmadison.com,Vivid Inc.,Vivid Inc.,Vivid Inc. | Vivid salon,,,,8.011
Cedar Work Inc.,cedarwork.org,,,wheeinc.com,Whee Inc.,Whee Inc.,Whee Inc. | Woodruff & Howe Environmental Engineering Inc.,,,,8.011
Cedar Work Inc.,cedarwork.org,,,impaxinc.com,IMPAX INC.,IMPAX INC.,IMPAX INC. | Impax Corp.,+17178468004 | +17178456446,,"495 Maryland Ave, York, PA 17404",8.011
Inc.,,,https://facebook.com/bluemercury,bluemercury.com,Bluemercury,Bluemercury Inc.,Bluemercury | Bluemercury Inc.,,https://www.instagram.com/bluemercury/ | https://www.facebook.com/bluemercury/,,13.912
Inc.,,,https://facebook.com/bluemercury,clockinc.org,Clock Inc.,Clock Inc.,Clock Inc. | Free Clock Inc.,+13095580956,http://facebook.com/clock.inc.qc | https://www.instagram.com/clockinclgbt/ | https://twitter.com/clockincLGBT | https://www.linkedin.com/in/clockinc/ | https://www.facebook.com/designs.chasing,,10.285
Inc.,,,https://facebook.com/bluemercury,dolee-rentals.com,DoLee Rentals Inc.,DoLee Rentals Inc.,DoLee Rentals Inc. | DOLEE RENTALS | DoLee Rentals Inc. DoLee Rentals,+12294369620 | +12293445037,https://facebook.com/DoLee-Rentals-Inc-141860142549724 | https://twitter.com/DexYPHQ/,"1001 W Oglethorpe Blvd, Albany, GA 31701",9.733
Inc.,,,https://facebook.com/bluemercury,hollytreeservice.net,Holly Tree Service. Inc.,Holly Tree Service. Inc.,Holly Tree Service. Inc. | Holly Tree Service,+18454772104,https://facebook.com/profile.php?id=100091209788929 | https://instagram.com/hollytreeservice,,8.991
Inc.,,,https://facebook.com/bluemercury,vividsalonmadison.com,Vivid Inc.,Vivid Inc.,Vivid Inc. | Vivid salon,,,,8.011
Inc.,,,https://facebook.com/bluemercury,wheeinc.com,Whee Inc.,Whee Inc.,Whee Inc. | Woodruff & Howe Environmental Engineering Inc.,,,,8.011
Inc.,,,https://facebook.com/bluemercury,impaxinc.com,IMPAX INC.,IMPAX INC.,IMPAX INC. | Impax Corp.,+17178468004 | +17178456446,,"495 Maryland Ave, York, PA 17404",8.011
Inc.,,,https://facebook.com/bluemercury,frenchlakeautoparts.com,French Lake Auto Parts Inc.,French Lake Auto Parts Inc.,French Lake Auto Parts Inc. | French Lake Auto Parts,+13202748497,https://facebook.com/FrenchLakeAutoParts | https://twitter.com/Flapmn | https://instagram.com/accounts/login/?next=%2Ffrenchlakeautoparts%2F,,7.830
Inc.,,,https://facebook.com/bluemercury,kathrynanndesigns.com,Kathryn Ann Designs,SpitFire Petite Inc.,Kathryn Ann Designs | SpitFire Petite Inc.,+16137485172 | +16137485171,https://facebook.com/Kathrynanndesignsfun | http://instagram.com/kathrynanndesigns,,7.389
Inc.,,,https://facebook.com/bluemercury,projectgestalt.com,Project Gestalt Inc.,Project Gestalt Inc.,Project Gestalt Inc. | Project Gestalt,,https://www.linkedin.com/company/project-gestalt/about/ | https://www.linkedin.com/in/patty-clark-2874281bb/ | https://www.linkedin.com/in/neil-glenn-jacobson/,,6.968
..,steppir.com,,,steppir.com,SteppIR Communication Systems,SteppIR Inc.,SteppIR Communication Systems | SteppIR | SteppIR Inc.,,,,6.498
